id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
9198,SODIUM POLYACRYLATE,폴리아크릴산나트륨,,B1000293000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",증점제,"기타, 별도 확인 필요",
9199,POLY(ETHER SULFONE),폴리에테르설폰,,D1000034000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9200,POLYETHERETHERKETONE,폴리에테르에테르케톤,,D1000037000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9201,POLYETHYLENE,폴리에틸렌,,D1000002000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9202,폴리에틸렌글리콜,폴리에틸렌글리콜,,B1003575000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",피막제,"기타, 별도 확인 필요",
9203,POLY(ETHYLENE NAPHTHALATE),폴리에틸렌나프탈레이트,,D1000031000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9204,POLY(ETHYLENE TEREPHTHALATE),폴리에틸렌테레프탈레이트,,D1000006000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9205,POLY(VINYL CHLORIDE),폴리염화비닐,,D1000001000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9206,POLY(VINYLIDENE CHLORIDE),폴리염화비닐리덴,,D1000005000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9207,POLYURETHANE,폴리우레탄,,D1000016000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9208,POLYIMIDE,폴리이미드,,D1000036000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9209,POLYISOBUTYLENE,폴리이소부틸렌,,B1000294000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",껌기초제,"기타, 별도 확인 필요",
9210,SODIUM POLYPHOSPHATE,폴리인산나트륨,,B1000295000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9211,POTASSIUM POLYPHOSPHATE,폴리인산칼륨,,B1000296000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9212,POLYCARBONATE,폴리카보네이트,,D1000014000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9213,POLYCARBONATE(CHROM PLATING),폴리카보네이트(크롬도금),,D1000014C30000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9214,POLYKETONE,폴리케톤,,D1000051000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9215,,폴리코사놀-사탕수수 왁스 알코올(기능성원료인정제2006-4호),,C9000036000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9216,POLICOSANOL-SUGARCANE ALCOHOL EXTRACT,폴리코사놀-사탕수수주정추출물(외화획득용 등),,AZ000070000000,식품원료,원료이기에 사용기준 없음,,사용불가,
9217,POLY(PHENYLENE SULFIDE),폴리페닐렌설파이드,,D1000033000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9218,POLY(PHENYLENE ETHER),폴리페닐렌에테르,,D1000027000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9219,POLYPODIUM LEUCOTOMOS EXTRACT,폴리포디움류코모스추출물(외화획득용),,AZ000021000000,식품원료,원료이기에 사용기준 없음,,사용불가,
9220,POLYPROPYLENE,폴리프로필렌,,D1000003000000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9221,POLYPROPYLENE(ALUMINIUM PLATING),폴리프로필렌(알루미늄도금),,D1000003B70000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9222,POLYPROPYLENE(CHROM PLATING),폴리프로필렌(크롬도금),,D1000003C30000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9223,SHIITAKE FUNGUS,표고버섯,,A1001999B90000,식품원료,원료이기에 사용기준 없음,,사용가능,
9224,SHIITAKE FUNGUS POWDER,표고버섯가루,,A1001999000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9225,,표고버섯균사체,,A1001999B30000,식품원료,원료이기에 사용기준 없음,,사용가능,
9226,,표고버섯균사체배양물,,A1001999B37700,식품원료,원료이기에 사용기준 없음,,사용가능,
9227,,표고버섯균사체분말,,A1001999B30001,식품원료,원료이기에 사용기준 없음,,사용가능,
9228,,표고버섯균사체추출물,,A1001999B34514,식품원료,원료이기에 사용기준 없음,,사용가능,
9229,,표고버섯균사체추출물분말,,A1001999B34501,식품원료,원료이기에 사용기준 없음,,사용가능,
9230,,표고버섯농축,,A1001999000800,식품원료,원료이기에 사용기준 없음,,사용가능,
9231,,표고버섯농축액,,A1001999000814,식품원료,원료이기에 사용기준 없음,,사용가능,
9232,표고버섯 엑기스,표고버섯엑기스,,A1001999000017,식품원료,원료이기에 사용기준 없음,,사용가능,
9233,,표고버섯엑기스분말,,A1001999000018,식품원료,원료이기에 사용기준 없음,,사용가능,
9234,SHIITAKE FUNGUS BODY EXTRACT,표고버섯자실체추출물,,A1001999014500,식품원료,원료이기에 사용기준 없음,,사용가능,
9235,,표고버섯줄기플레이크,,A1001999490051,식품원료,원료이기에 사용기준 없음,,사용가능,
9236,,표고버섯즙,,A1001999000026,식품원료,원료이기에 사용기준 없음,,사용가능,
9237,,표고버섯채,,A1001999000029,식품원료,원료이기에 사용기준 없음,,사용가능,
9238,,표고버섯추출고형분,,A1001999004504,식품원료,원료이기에 사용기준 없음,,사용가능,
9239,,표고버섯추출물,,A1001999004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9240,SHIITAKE FUNGUS EXTRACT POWDER,표고버섯추출물분말,,A1001999004501,식품원료,원료이기에 사용기준 없음,,사용가능,
9241,,표고버섯추출액,,A1001999004514,식품원료,원료이기에 사용기준 없음,,사용가능,
9242,FUMARIC ACID,푸마르산,,B1000299000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9243,MONOSODIUM FUMARATE,푸마르산일나트륨,,B1000300000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9244,FERROUS FUMARATE,푸마르산제일철,,B1000301000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
9245,PULLULANASE,풀루라나아제,,B2000086000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,효소제,"기타, 별도 확인 필요",
9246,PULLULAN,풀루란,,B2000153000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,피막제,"기타, 별도 확인 필요",
9247,,풀망둑,,A3000772000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9248,STAW MUSHROOM,풀버섯자실체,,A1002007B90000,식품원료,원료이기에 사용기준 없음,,사용가능,
9249,,풋고추,,A1002193000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9250,,풋사과추출물 애플페논(Applephenon)(기능성원료인정제2015-9호),,C9000959000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9251,,풋사과추출물 애플페논(Applephenon)(기능성원료인정제2019-21호),,C9000994000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9252,Applephenon,풋사과추출물 애플페논(Applephenon)(기능성원료인정제2020-9호),,C9001002000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9253,EXTRACT OF UNRIPE APPLE(APPLEPHENON),풋사과추출물 애플페논(기능성원료인정제2021-6호),,C9001022000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9254,,풋콩,,A1002010000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9255,,퓨질리어,,A3001038000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9256,FRUCTO OLIGOSACCHARIDE,프락토올리고당,,P0110010000000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9257,,프랑스해안송나무껍질,,A1002013580000,식품원료,원료이기에 사용기준 없음,,사용가능,
9258,FRENCH MARITIME PINE BARK EXTRACT,프랑스해안송나무껍질추출물,,A1002013584500,식품원료,원료이기에 사용기준 없음,,사용가능,
9259,,프로바이오틱스 HY7714(기능성원료인정제2015-1호),,C9000658000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9260,,프로바이오틱스(드시모네)(기능성원료인정제2009-28호),,C9000958000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9261,PROTEASE,프로테아제,,B2000087000000,식품첨가물,"종류확인
Protease, Fungal (SAP)
Protease, Fungal (HUT)
Protease, Bacterial
Plant Protease",효소제,"기타, 별도 확인 필요",
9262,"PROTEASE, FUNGAL(HUT)",프로테아제(곰팡이성:HUT),,B2000088000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9263,"PROTEASE, FUNGAL(SAP)",프로테아제(곰팡이성:SAP),,B2000513000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9264,"PROTEASE, BACTERIAL(PC)",프로테아제(세균성),,B2000089000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9265,PLANT PROTEASE(PU),프로테아제(식물성),,B2000090000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9266,Protein-glutaminase,프로테인-글루타미나아제(한시적 인정 식품첨가물),,B9000001000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
9267,,프로펠러조개,,A3001165000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9268,PROPOLIS,프로폴리스,,A6000044000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9269,PROPOLIS CONCENTRATE,프로폴리스농축,,A6000044000800,식품원료,원료이기에 사용기준 없음,,사용가능,
9270,PROPOLIS POWDER,프로폴리스분말,,A6000044000001,식품원료,원료이기에 사용기준 없음,,사용가능,
9271,PROPOLIS EXTRACT,프로폴리스추출물,,A6000044004500,식품원료,원료이기에 사용기준 없음,,사용가능,
9272,,프로폴리스추출물(기능성원료인정제2025-13호),,C9001060000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,사용가능,
9273,PROPOLIS EXTRACT POWDER,프로폴리스추출물분말,,A6000044004501,식품원료,원료이기에 사용기준 없음,,사용가능,
9274,,프로폴리스추출액,,A6000044004514,식품원료,원료이기에 사용기준 없음,,사용가능,
9275,PROPIONIC ACID,프로피온산,,B1000376000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
9276,SODIUM PROPIONATE,프로피온산나트륨,,B1000302000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
9277,BENZYL PROPIONATE,프로피온산벤질,,B1000303000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
9278,ETHYL PROPIONATE,프로피온산에틸,,B1000304000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
9279,ISOAMYL PROPIONATE,프로피온산이소아밀,,B1000305000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
9280,CALCIUM PROPIONATE,프로피온산칼슘,,B1000306000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
9281,PROPYLENE GLYCOL,프로필렌글리콜,,B1000307000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",유화제,"기타, 별도 확인 필요",
9282,PROPYLENE GLYCOL ESTERS OF FATTY ACIDS,프로필렌글리콜지방산에스테르,,B1000308000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,유화제,"기타, 별도 확인 필요",
9283,HYDROXYPROPYLMETHYLCELLULOSE PHTHALATE,프탈산히드록시프로필메틸셀룰로스,,B1062491000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",피막제,"기타, 별도 확인 필요",
9284,PTEROSTILBENE,프테로스틸벤(외화획득용 등),,BZ000083000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
9285,,플랫레몬껍질,,A1002014240000,식품원료,원료이기에 사용기준 없음,,사용가능,
9286,"flat lemon, shekwasha",플랫레몬열매,"flat lemon, shekwasha",A1002014230000,식품원료,원료이기에 사용기준 없음,,사용가능,
9287,,플랫레몬열매주스,,A1002014230025,식품원료,원료이기에 사용기준 없음,,사용가능,
9288,Pluot,플루오트,,A1053952000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9289,피,피,,A1002015000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9290,LINDEN,피나무,,A1002016000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9291,LINDEN FLOWERS,피나무꽃,,A1002016140000,식품원료,원료이기에 사용기준 없음,,사용가능,
9292,LINDEN FLOWER EXTRACT,피나무꽃추출물,,A1002016144500,식품원료,원료이기에 사용기준 없음,,사용가능,
9293,LINDEN LEAVES,피나무잎,,A1002016380000,식품원료,원료이기에 사용기준 없음,,사용가능,
9294,STONE PINE,피네아소나무,,A1001252000000,식품원료,원료이기에 사용기준 없음,,사용가능,
9295,STONE PINE FRUIT,피네아소나무견과,,A1001252330000,식품원료,원료이기에 사용기준 없음,,사용가능,
9296,PYRAZINE,피라진,,B1003506000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9297,SODIUM PYROPHOSPHATE,피로인산나트륨,"Tetrasodium pyrophosphate,E450(iii), E450iii",B1000309000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9298,FERRIC PYROPHOSPHATE,피로인산제이철,,B1000378000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
9299,SODIUM FERRIC PYROPHOSPHATE,피로인산철나트륨,,B1000379000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
9300,POTASSIUM PYROPHOSPHATE,피로인산칼륨,,B1000310000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
9301,PYRROLE,피롤,,B1003507000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
9302,PYRROLOQUINOLINE QUINONE,피롤로퀴놀린 퀴논(외화획득용 등),,BZ000080000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
