id,english_name,korean_name,chunil_name,code,category,usage_standard,purpose,usage_availability,documents
5102,YUMBERRY JUICE CONCENTRATE,소귀나무열매주스농축액,,A1001234230825,식품원료,원료이기에 사용기준 없음,,사용가능,
5103,WAXBERRY FRUIT EXTRACT,소귀나무열매추출물,,A1001234234500,식품원료,원료이기에 사용기준 없음,,사용가능,
5104,,소껍질,,A20000110D0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5105,BEEF TAIL,소꼬리,,A20000110E0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5106,PINE TREE,소나무,,A1001236000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5107,,소나무가지,,A1001236550000,식품원료,원료이기에 사용기준 없음,,사용가능,
5108,PINE BARK,소나무껍질,,A1001236800000,식품원료,원료이기에 사용기준 없음,,사용가능,
5109,PINE BARK POWDER,소나무껍질분말,,A1001236800001,식품원료,원료이기에 사용기준 없음,,사용가능,
5110,PINE BARK EXTRACT,소나무껍질추출물,,A1001236774500,식품원료,원료이기에 사용기준 없음,,사용가능,
5111,,소나무껍질추출물분말,,A1001236774501,식품원료,원료이기에 사용기준 없음,,사용가능,
5112,"PINE, SCOTCH ,NEEDLES OR TWIGS",소나무꽃가루,,A1001236180000,식품원료,원료이기에 사용기준 없음,,사용가능,
5113,,소나무순,,A1001236880000,식품원료,원료이기에 사용기준 없음,,사용가능,
5114,PINE BUD OIL,소나무순오일,,A1001236880020,식품원료,원료이기에 사용기준 없음,,사용가능,
5115,PINE BUD EXTRACT CONCENTRATE,소나무순추출물,,A1001236884500,식품원료,원료이기에 사용기준 없음,,사용가능,
5116,PINE FIBER,소나무식이섬유,,A1001236000084,식품원료,원료이기에 사용기준 없음,,사용가능,
5117,PINE OIL,소나무오일,,A1001236000020,식품원료,원료이기에 사용기준 없음,,사용가능,
5118,PINENEEDLE,소나무잎,,A1001236380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5119,PINENEEDLE CONCENTRATE,소나무잎농축액,,A1001236380814,식품원료,원료이기에 사용기준 없음,,사용가능,
5120,,소나무잎유,,A1001236380020,식품원료,원료이기에 사용기준 없음,,사용가능,
5121,,소나무잎증류농축액,,A1001236386917,식품원료,원료이기에 사용기준 없음,,사용가능,
5122,,소나무잎추출물,,A1001236384500,식품원료,원료이기에 사용기준 없음,,사용가능,
5123,,소나무잎추출분말,,A1001236384501,식품원료,원료이기에 사용기준 없음,,사용가능,
5124,,소나무줄기,,A1001236490000,식품원료,원료이기에 사용기준 없음,,사용가능,
5125,,소나무추출물,,A1001236004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5126,,소나무화분,,A1001236180001,식품원료,원료이기에 사용기준 없음,,사용가능,
5127,,소내장,,A20000110K0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5128,,소내장육수,,A20000110K0023,식품원료,원료이기에 사용기준 없음,,사용가능,
5129,,소대창,,A20000110N0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5130,,소도가니,,A20000110M0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5131,CARDAMOM,소두구,,A1001237000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5132,,소두구분말,,A1001237000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5133,CARDAMOM SEED,소두구씨앗,,A1001237320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5134,CARDAMON SEED EXTRACT,소두구씨앗추출물,,A1001237324500,식품원료,원료이기에 사용기준 없음,,사용가능,
5135,,소두구열매,,A1001237230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5136,CARDAMOM OIL,소두구오일,,A1001237000020,식품원료,원료이기에 사용기준 없음,,사용가능,
5137,,소두구추출물,,A1001237004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5138,,소등심,,A20000110U0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5139,,소라,,A3000507000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5140,SORVA,소르바,,B2000547000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5141,SORBITAN ESTERS OF FATTY ACIDS,소르비탄지방산에스테르,,B1000101000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,유화제,"기타, 별도 확인 필요",
5142,CURL LEAFED DOCK SORREL,소리쟁이,,A1001238000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5143,,소리쟁이잎,,A1001238380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5144,,소리쟁이추출물,,A1001238004512,식품원료,원료이기에 사용기준 없음,,사용가능,
5145,소막창,소막창,,A20000110Z0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5146,,소머리고기,,A2000011110000,식품원료,원료이기에 사용기준 없음,,사용가능,
5147,,소목뼈,,A2000011150000,식품원료,원료이기에 사용기준 없음,,사용가능,
5148,,소목심,,A2000011160000,식품원료,원료이기에 사용기준 없음,,사용가능,
5149,,소목심살,,A2000011170000,식품원료,원료이기에 사용기준 없음,,사용가능,
5150,BEEF CHEEK MEAT,소볼살,,A2000051410000,식품원료,원료이기에 사용기준 없음,,사용가능,
5151,SORBIC ACID,소브산,E200,B1003605000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
5152,POTASSIUM SORBATE,소브산칼륨,E202,B1003606000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
5153,CALCIUM SORBATE,소브산칼슘,E203,B1003607000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",보존료,"기타, 별도 확인 필요",
5154,BOVINE SPLEEN POWDER,소비장분말,,A20000111N0001,식품원료,원료이기에 사용기준 없음,,사용가능,
5155,BEEF BONE,소뼈,,A20000111M0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5156,,소뼈농축액,,A20000111M0814,식품원료,원료이기에 사용기준 없음,,사용가능,
5157,COW BONES POWDER,소뼈분말,,A20000111M0001,식품원료,원료이기에 사용기준 없음,,사용가능,
5158,BEEF BONE OIL,소뼈오일,,A20000111M0020,식품원료,원료이기에 사용기준 없음,,사용가능,
5159,,소뼈육수,,A20000111M0023,식품원료,원료이기에 사용기준 없음,,사용가능,
5160,,소뼈추출물,,A20000111M4500,식품원료,원료이기에 사용기준 없음,,사용가능,
5161,BEEF BONE EXTRAC CONCENTRATE,소뼈추출액,,A20000111M4514,식품원료,원료이기에 사용기준 없음,,사용가능,
5162,,소사태,,A20000111Q0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5163,,소설도,,A20000111Y0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5164,,소소장,,A2000011200000,식품원료,원료이기에 사용기준 없음,,사용가능,
5165,,소스지,,A2000011220000,식품원료,원료이기에 사용기준 없음,,사용가능,
5166,,소안심,,A2000011280000,식품원료,원료이기에 사용기준 없음,,사용가능,
5167,,소안심살,,A2000011290000,식품원료,원료이기에 사용기준 없음,,사용가능,
5168,,소양지,,A20000112I0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5169,,소연골,,A20000113X0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5170,,소연골분말,,A20000113X0001,식품원료,원료이기에 사용기준 없음,,사용가능,
5171,,소연골추출물,,A20000113X4500,식품원료,원료이기에 사용기준 없음,,사용가능,
5172,,소연골추출분말,,A20000113X4501,식품원료,원료이기에 사용기준 없음,,사용가능,
5173,,소염통,,A2000011250000,식품원료,원료이기에 사용기준 없음,,사용가능,
5174,,소우둔,,A20000112O0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5175,,소위,,A20000112R0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5176,,소정육,,A20000112X0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5177,,소지방,,A20000112Z0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5178,,소채끝,,A2000011350000,식품원료,원료이기에 사용기준 없음,,사용가능,
5179,,소채끝살,,A2000011360000,식품원료,원료이기에 사용기준 없음,,사용가능,
5180,,소토시살,,A20000113A0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5181,TONGUE OF A COW,소혀고기,,A20000113F0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5182,,소홍두깨살,,A20000113I0000,식품원료,원료이기에 사용기준 없음,,사용가능,
5183,RED SNAPPER SCALE,속임금눈돔비늘,,A3000981240000,식품원료,원료이기에 사용기준 없음,,사용불가,
5184,,솔버섯,,A1002542000000,식품원료,원료이기에 사용기준 없음,,사용불가,
5185,,솔송그물버섯,,A1001251B90000,식품원료,원료이기에 사용기준 없음,,사용가능,
5186,,솜대잎,,A1001256380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5187,,송로버섯,,A1001259000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5188,TRUFFLE OIL ESSENCE,송로버섯오일,,A1001259000020,식품원료,원료이기에 사용기준 없음,,사용가능,
5189,,송로버섯주스,,A1001259000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5190,,송로버섯추출물,,A1001259004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5191,TROUT SALMON,송어,,A3000510000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5192,TROUT SALMON`S ROE,송어알,,A3000510050000,식품원료,원료이기에 사용기준 없음,,사용가능,
5193,MATSUTAKE FUNGUS,송이,,A1001261000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5194,,송이분말,,A1001261000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5195,MATSUTAKE FUNGUS JUICE,송이즙,,A1054076000026,식품원료,원료이기에 사용기준 없음,,사용가능,
5196,,송이추출물,,A1001261004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5197,,쇠귀나물,,A1001235000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5198,"HORSETAIL, FIELD HORSETAIL",쇠뜨기,,A1001264000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5199,,쇠뜨기잎,,A1001264380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5200,,쇠뜨기잎추출분말,,A1001264384501,식품원료,원료이기에 사용기준 없음,,사용가능,
5201,,쇠뜨기추출물,,A1001264004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5202,RADIX ACHYRANTHIS,쇠무릅뿌리,,A1003125610000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5203,,쇠무릅뿌리분말,,A1003125610001,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5204,,쇠무릅뿌리추출분말,,A1003125614501,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5205,,쇠무릅뿌리추출액,,A1003125614514,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5206,,쇠무릅잎추출물,,A1003125384500,식품원료,원료이기에 사용기준 없음,,사용가능,
5207,,쇠무릅줄기,,A1003125490000,식품원료,원료이기에 사용기준 없음,,사용가능,
5208,,쇠무릅추출물고형분,,A1003125004504,식품원료,원료이기에 사용기준 없음,,사용가능,
5209,,쇠무릅추출물분말,,A1003125384501,식품원료,원료이기에 사용기준 없음,,사용가능,
5210,PURSLANE,쇠비름,,A1001267000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5211,Purslane Extract,쇠비름추출물,,A1001267004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5212,,쇠채순,,A1005131880000,식품원료,원료이기에 사용기준 없음,,사용가능,
5213,Shortening(soybean),쇼트닝(대두유),,P1204275100000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5214,Shortening(cotton seed),쇼트닝(면실유),,P1204275700000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5215,Shortening(rice bran oil),쇼트닝(미강유),,P1204276600000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5216,Shortening(coconut oil),쇼트닝(야자유),,P1204277100000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5217,Shortening(corn),쇼트닝(옥수수유),,P1204275400000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5218,Shortening(beef fat),쇼트닝(우지),,P1204275500000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5219,Shortening(rapeseed oil),쇼트닝(유채유),,P1204277600000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5220,Shortening(canola),쇼트닝(카놀라유),,P1204275300000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5221,SHORTENING(PALM STEARIN OIL),쇼트닝(팜스테아린유),,P1204278000000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5222,Shortening(palm),쇼트닝(팜유),,P1204275200000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5223,Shortening(sunflower seed),쇼트닝(해바라기씨유),,P1204277500000,식품유형,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5224,,수국,,A1001269000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5225,HYDRANGEA,수국잎,,A1001269380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5226,,수랑,,A3000511000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5227,CORNFLOWER,수레국화,,A1003153000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5228,CORNFLOWER PETALS,수레국화꽃잎,,A1003153170000,식품원료,원료이기에 사용기준 없음,,사용가능,
5229,CORNFLOWER EXTRACT,수레국화추출물,,A1003153174500,식품원료,원료이기에 사용기준 없음,,사용가능,
5230,"SURICHWI, WILD PLANT",수리취,,A1001272000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5231,WATERMELON,수박,,A1001273000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5232,,수박농축액,,A1001273000814,식품원료,원료이기에 사용기준 없음,,사용가능,
5233,WATERMELON POWDER,수박분말,,A1001273000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5234,WATERMELON SEED,수박씨앗,,A1001273320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5235,,수박열매,,A1001273230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5236,,수박열매껍질추출물,,A1001273774500,식품원료,원료이기에 사용기준 없음,,사용가능,
5237,WATERMELON JUICE,수박주스,,A1001273000025,식품원료,원료이기에 사용기준 없음,,사용가능,
5238,WATERMELON JUICE CONCENTRATE,수박주스농축,,A1001273000825,식품원료,원료이기에 사용기준 없음,,사용가능,
5239,WATERMELON JUICE POWDER,수박주스분말,,A1001273000069,식품원료,원료이기에 사용기준 없음,,사용가능,
5240,WATERMELON EXTRACT,수박추출물,,A1001273004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5241,WATERMELON PUREE,수박퓌레,,A1001273000034,식품원료,원료이기에 사용기준 없음,,사용가능,
5242,SODIUM HYDROXIDE,수산화나트륨,,B1000107000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",산도조절제,"기타, 별도 확인 필요",
5243,SODIUM HYDROXIDE SOLUTION,수산화나트륨액,,B1000108000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",산도조절제,"기타, 별도 확인 필요",
5244,MAGNESIUM HYDROXIDE,수산화마그네슘,,B1000359000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
5245,AMMONIUM HYDROXIDE,수산화암모늄,,B1000360000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
5246,POTASSIUM HYDROXIDE,수산화칼륨,,B1000109000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",산도조절제,"기타, 별도 확인 필요",
5247,CALCIUM HYDROXIDE,수산화칼슘,,B1000110000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,산도조절제,"기타, 별도 확인 필요",
5248,Sponge Gourd,수세미오이,,A1001274000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5249,HYDROGEN,수소,,B2000202000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",충전제,"기타, 별도 확인 필요",
5250,OKAHIJIKI,수송나물,,A1001275000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5251,INDIAN MILLET(KAOLIANG),수수,,A1001276000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5252,INDIAN MILLET(KAOLIANG) MALT,수수맥아,,A1054173000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5253,,수수분말,,A1001276000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5254,,수수쌀,,A1001276780000,식품원료,원료이기에 사용기준 없음,,사용가능,
5255,,수수씨앗,,A1001276320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5256,,수수전분,,A1001276000038,식품원료,원료이기에 사용기준 없음,,사용가능,
5257,,수수추출물,,A1001276004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5258,"DOCK, SORREL",수영,,A1001278000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5259,"ANNATTO, WATER-SOLUBLE",수용성안나토,,B1000111000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",착색료,"기타, 별도 확인 필요",
5260,,수조기,,A3000514000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5261,SUCRALOSE,수크랄로스,,B1000396000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",감미료,"기타, 별도 확인 필요",
5262,SHALLOT,숙근초,,A1001280000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5263,SHALLOT POWDER,숙근초분말,,A1001280000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5264,,숙근초비늘줄기,,A1001280520000,식품원료,원료이기에 사용기준 없음,,사용가능,
5265,SHALLOT OIL ESSENCE,숙근초비늘줄기오일,,A1001280520020,식품원료,원료이기에 사용기준 없음,,사용가능,
5266,,숙성다시마,,A3000864002B00,식품원료,원료이기에 사용기준 없음,,사용가능,
5267,GREEN BEAN SPROUTS,숙주나물,,A1002222000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5268,REHMANNIAE RADIX PREPARATA,숙지황,,A1001721A20000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5269,REHMANNIAE RADIX PREPARATA CONCENTRATE,숙지황농축액,,A1001721A20814,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5270,,숙지황추출물,,A1001721A24500,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5271,,숙지황추출물분말,,A1001721A24501,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5272,TURNIP,순무,,A1001282000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5273,,순무분말,,A1001282610001,식품원료,원료이기에 사용기준 없음,,사용가능,
5274,,순무뿌리,,A1001282610000,식품원료,원료이기에 사용기준 없음,,사용가능,
5275,TURNIP SEED OIL,순무씨앗,,A1001282320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5276,,순무씨앗유,,A1001282320020,식품원료,원료이기에 사용기준 없음,,사용가능,
5277,,순무잎,,A1001282380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5278,,순무잎분말,,A1001282380001,식품원료,원료이기에 사용기준 없음,,사용가능,
5279,,순무채,,A1001282610029,식품원료,원료이기에 사용기준 없음,,사용가능,
5280,WATER SHIELD,순채,,A1001284000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5281,SALAD BURNET/어린잎(Sanguisorba minor),술모이풀어린잎,,A1005136400000,식품원료,원료이기에 사용기준 없음,,사용가능,
5282,,술모이풀잎,,A1005136380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5283,,술지게미,,P1204275900000,식품유형,"사용기준 못찾음, 별도 확인 필요",,사용가능,
5284,,숭어,,A3000515000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5285,Common mullet roe,숭어알,,A3000515050000,식품원료,원료이기에 사용기준 없음,,사용가능,
5286,SHELLAC,쉘락,,B2000035000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,피막제,"기타, 별도 확인 필요",
5287,,쉽싸리지상부,,A1001287020000,식품원료,원료이기에 사용기준 없음,,사용가능,
5288,PSEUDOMONAS AERUGINOSA,슈도모나스 에루지노사(고시형),,C2000034000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5289,SMOKE FLAVOUR,스모크향,,B2000160000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",향료,"기타, 별도 확인 필요",
5290,,스밀렉스오피시날리스뿌리,,A1001288610000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5291,SWEET CHESTNUT ROSE(CILI),스위트체스트넛로즈열매,,A1001289230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5292,CONCENTRATED CILI JUICE,스위트체스트넛열매농축주스,,A1001289230825,식품원료,원료이기에 사용기준 없음,,사용가능,
5293,SWEET FENNEL POWDER,스위트펜넬분말,,A1001291000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5294,,스위트펜넬씨앗,,A1001291320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5295,SWEET FENNEL,스위트펜넬열매,,A1001291230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5296,,스위트펜넬잎,,A1001291380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5297,SWEETIE,스위티,,A1053948000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5298,,스쿠알렌(고시형),,C2000058000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5299,CLARY(CLARY SAGE),스클라레아살비아,,A1003147000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5300,CLARY SAGE OIL,스클라레아살비아오일,,A1003147380020,식품원료,원료이기에 사용기준 없음,,사용가능,
5301,,스타아니스,,A1003032000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5302,STAR ANISE POWDER,스타아니스분말,,A1003032000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5303,STAR ANISE SEED,스타아니스씨앗,,A1003032320000,식품원료,원료이기에 사용기준 없음,,사용가능,
5304,STAR ANISE SEED EXTRACT,스타아니스씨앗추출물,,A1003032324500,식품원료,원료이기에 사용기준 없음,,사용가능,
5305,STAR ANISE FRUIT,스타아니스열매,,A1003032230000,식품원료,원료이기에 사용기준 없음,,사용가능,
5306,,스타아니스열매분말,,A1003032230001,식품원료,원료이기에 사용기준 없음,,사용가능,
5307,STAR ANIS FRUIT OIL,스타아니스열매오일,,A1003032230020,식품원료,원료이기에 사용기준 없음,,사용가능,
5308,STAR ANISE OIL,스타아니스오일,,A1003032000020,식품원료,원료이기에 사용기준 없음,,사용가능,
5309,STAR ANIS EXTRACT,스타아니스추출물,,A1003032004500,식품원료,원료이기에 사용기준 없음,,사용가능,
5310,STAR APPLE,스타애플,,A1001293000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5311,STACHYS GEOBOMBYCIS(외화획득용에 한함),스타키스 게오봄비시스(외화획득용),,AZ000023000000,식품원료,원료이기에 사용기준 없음,,사용불가,
5312,CARAMBOLA(STARFRUIT),스타후르츠,,A1001294000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5313,STARFRUIT POWER,스타후르츠분말,,A1001294230001,식품원료,원료이기에 사용기준 없음,,사용가능,
5314,STEVIA STEVIA REBAUDIANA,스테비아,,A1001295000000,식품원료,원료이기에 사용기준 없음,,사용가능,
5315,STEVIA LEAF POWDER,스테비아분말,,A1001295000001,식품원료,원료이기에 사용기준 없음,,사용가능,
5316,STEVIA LEAF,스테비아잎,,A1001295380000,식품원료,원료이기에 사용기준 없음,,사용가능,
5317,,스테비아잎농축액,,A1001295380814,식품원료,원료이기에 사용기준 없음,,사용가능,
5318,STEVIA POWDER,스테비아잎분말,,A1001295380001,식품원료,원료이기에 사용기준 없음,,사용가능,
5319,STEVIA REBAUDIANA EXTRACT POWDER,스테비아잎추출분말,,A1001295384501,식품원료,원료이기에 사용기준 없음,,사용가능,
5320,,스테비아추출물,,A1001295384500,식품원료,원료이기에 사용기준 없음,,사용가능,
5321,STEVIA EXTRACT POWDER,스테비아추출분말,,A1001295004501,식품원료,원료이기에 사용기준 없음,,사용가능,
5322,Steviol glycoside(STEVIOSIDE),스테비올배당체,,B2000036000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",감미료,"기타, 별도 확인 필요",
5323,STEARIC ACID,스테아린산,,B2000181000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,제조용제,"기타, 별도 확인 필요",
5324,MAGNESIUM STEARATE,스테아린산마그네슘,,B1000112000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
5325,CALCIUM STEARATE,스테아린산칼슘,,B1000403000000,식품첨가물,II. 2. 1)의 규정에 따라 사용하여야 한다.,영양강화제,"기타, 별도 확인 필요",
5326,SODIUM STEAROYL LACTYLATE,스테아릴젖산나트륨,,B1000113000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",유화제,"기타, 별도 확인 필요",
5327,CALCIUM STEAROYL LACTYLATE,스테아릴젖산칼슘,,B1000114000000,식품첨가물,"사용기준 찾음, 별도 확인 필요",유화제,"기타, 별도 확인 필요",
5328,STAINLESS STEEL,스테인레스,,D5000001300000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5329,STAINLESS STEEL ALLOY,스테인레스합금제,,D5000001310000,기구 및 용기포장,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5330,ANTHOCYANINS(STRAWBERRY COLOR),스트로베리색소,,B2000498000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5331,STINGING NETTLE,스팅잉네틀,,A1001297000000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5332,NETTLE ROOT EXTRACT,스팅잉네틀뿌리추출물,,A1001297614500,식품원료,원료이기에 사용기준 없음,,"기타, 별도 확인 필요",
5333,STINGING NETTLE YOUNG LEAF EXTRACT,스팅잉네틀어린잎추출물,,A1001297404500,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5334,STINGING NETTLE URTICADIOICA LEAF,스팅잉네틀잎,,A1001297380000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5335,NETTLE LEAF POWDER,스팅잉네틀잎분말,,A1002667380001,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5336,,스팅잉네틀잎추출물,,A1001297384500,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5337,STINGING NETTLE LEAVES EXTRACT POWDER,스팅잉네틀잎추출분말,,A1053981384501,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5338,SPERMIDINE,스퍼미딘(외화획득용 등),,BZ000103000000,식품첨가물,"사용기준 못찾음, 별도 확인 필요",,사용불가,
5339,LIQUORICE ROOTS(GLYCYRRHIZA GLABRA),스페인감초뿌리,,A1001298610000,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5340,LIQUORICE ROOT(Glycyrrhiza glabra) EXTRACT,스페인감초추출물,,A1001298614500,식품원료,원료이기에 사용기준 없음,,"제한적사용가능, 별도 확인 필요",
5341,,스페인감초추출물(기능성원료인정제2014-4호),,C9000468000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5342,,스페인감초추출물(기능성원료인정제2019-7호),,C9000981000000,건강기능식품,"사용기준 못찾음, 별도 확인 필요",,"기타, 별도 확인 필요",
5343,SPELT WHEAT,스펠트밀,,A1001299000000,식품원료,원료이기에 사용기준 없음,,사용가능,
